instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
11331586,44264,EICHERMOT17JAN21250CE,,1688.5,2017-01-25,21250.0,0.05,25,CE,NFO-OPT,NFO
13089538,51131,BATAINDIA17JAN550PE,,72.7,2017-01-25,550.0,0.05,1100,PE,NFO-OPT,NFO
11332354,44267,EICHERMOT17JAN21300PE,,107.45,2017-01-25,21300.0,0.05,25,PE,NFO-OPT,NFO
13089794,51132,BATAINDIA17JAN560CE,,0.05,2017-01-25,560.0,0.05,1100,CE,NFO-OPT,NFO
14135810,55218,CUMMINSIND17JAN920PE,,67.75,2017-01-25,920.0,0.05,600,PE,NFO-OPT,NFO
15715074,61387,HEXAWARE17JAN270PE,,69.05,2017-01-25,270.0,0.05,3000,PE,NFO-OPT,NFO
15717378,61396,HINDALCO17JAN100CE,,72.45,2017-01-25,100.0,0.05,3500,CE,NFO-OPT,NFO
15718146,61399,ICIL17MAR135PE,,1.4,2017-03-30,135.0,0.05,3500,PE,NFO-OPT,NFO
18868226,73704,IDFCBANK17FEB82.5PE,,18.75,2017-02-23,82.5,0.05,8000,PE,NFO-OPT,NFO
18917122,73895,ORIENTBANK17MAR80PE,,0.15,2017-03-30,80.0,0.05,6000,PE,NFO-OPT,NFO
18872578,73721,IFCI17FEB2.5CE,,25.55,2017-02-23,2.5,0.05,22000,CE,NFO-OPT,NFO
18917378,73896,ORIENTBANK17MAR85CE,,31.55,2017-03-30,85.0,0.05,6000,CE,NFO-OPT,NFO
18917634,73897,ORIENTBANK17MAR85PE,,0.3,2017-03-30,85.0,0.05,6000,PE,NFO-OPT,NFO
19014402,74275,PAGEIND17MAR14750CE,,872.6,2017-03-30,14750.0,0.05,50,CE,NFO-OPT,NFO
11329794,44257,EICHERMOT17JAN21100PE,,80.3,2017-01-25,21100.0,0.05,25,PE,NFO-OPT,NFO
11330562,44260,EICHERMOT17JAN21150CE,,1774.75,2017-01-25,21150.0,0.05,25,CE,NFO-OPT,NFO
18977538,74131,IFCI17FEB40PE,,11.9,2017-02-23,40.0,0.05,22000,PE,NFO-OPT,NFO
11334402,44275,EICHERMOT17JAN21350CE,,1603.85,2017-01-25,21350.0,0.05,25,CE,NFO-OPT,NFO
20171778,78796,MARUTI17JAN6350CE,,2.1,2017-01-25,6350.0,0.05,150,CE,NFO-OPT,NFO
20172034,78797,MARUTI17JAN6350PE,,639.2,2017-01-25,6350.0,0.05,150,PE,NFO-OPT,NFO
20172290,78798,MARUTI17JAN6400CE,,1.4,2017-01-25,6400.0,0.05,150,CE,NFO-OPT,NFO
10895874,42562,NIFTY17DEC4900CE,,3802.25,2017-12-28,4900.0,0.05,75,CE,NFO-OPT,NFO
11331330,44263,EICHERMOT17JAN21200PE,,93.1,2017-01-25,21200.0,0.05,25,PE,NFO-OPT,NFO
11334658,44276,EICHERMOT17JAN21350PE,,115.25,2017-01-25,21350.0,0.05,25,PE,NFO-OPT,NFO
13089282,51130,BATAINDIA17JAN550CE,,0.05,2017-01-25,550.0,0.05,1100,CE,NFO-OPT,NFO
14606594,57057,DRREDDY17JAN3800PE,,812.25,2017-01-25,3800.0,0.05,200,PE,NFO-OPT,NFO
19012866,74269,PAGEIND17MAR14600CE,,932.2,2017-03-30,14600.0,0.05,50,CE,NFO-OPT,NFO
10893058,42551,NIFTY17DEC4700PE,,0.05,2017-12-28,4700.0,0.05,75,PE,NFO-OPT,NFO
24325890,95023,STAR17FEB1000CE,,165.2,2017-02-23,1000.0,0.05,500,CE,NFO-OPT,NFO
11032834,43097,S&P50017JUN2240CE,,108.15,2017-06-16,2240.0,0.05,250,CE,NFO-OPT,NFO
11330818,44261,EICHERMOT17JAN21150PE,,86.5,2017-01-25,21150.0,0.05,25,PE,NFO-OPT,NFO
11331074,44262,EICHERMOT17JAN21200CE,,1731.4,2017-01-25,21200.0,0.05,25,CE,NFO-OPT,NFO
15713538,61381,HEXAWARE17JAN255PE,,54.0,2017-01-25,255.0,0.05,3000,PE,NFO-OPT,NFO
18867458,73701,IDFCBANK17FEB80CE,,0.2,2017-02-23,80.0,0.05,8000,CE,NFO-OPT,NFO
18976770,74128,IFCI17FEB37.5CE,,0.3,2017-02-23,37.5,0.05,22000,CE,NFO-OPT,NFO
18946818,74011,M&MFIN17JAN240PE,,0.1,2017-01-25,240.0,0.05,2500,PE,NFO-OPT,NFO
15250178,59571,HEXAWARE17MAR160PE,,0.65,2017-03-30,160.0,0.05,3000,PE,NFO-OPT,NFO
15719426,61404,HINDALCO17JAN105PE,,0.05,2017-01-25,105.0,0.05,3500,PE,NFO-OPT,NFO
15720194,61407,ICIL17MAR150CE,,29.65,2017-03-30,150.0,0.05,3500,CE,NFO-OPT,NFO
15855874,61937,BAJAJ-AUTO17FEB2350PE,,2.25,2017-02-23,2350.0,0.05,250,PE,NFO-OPT,NFO
16384770,64003,BHEL17FEB75CE,,54.35,2017-02-23,75.0,0.05,5000,CE,NFO-OPT,NFO
16586498,64791,BOSCHLTD17FEB18600PE,,102.7,2017-02-23,18600.0,0.05,25,PE,NFO-OPT,NFO
18032386,70439,NMDC17MAR95PE,,0.1,2017-03-30,95.0,0.05,6000,PE,NFO-OPT,NFO
24326402,95025,STAR17FEB1020CE,,148.55,2017-02-23,1020.0,0.05,500,CE,NFO-OPT,NFO
25583362,99935,ZEEL17FEB250CE,,229.45,2017-02-23,250.0,0.05,1300,CE,NFO-OPT,NFO
19018754,74292,PCJEWELLER17MAR320CE,,84.25,2017-03-30,320.0,0.05,1500,CE,NFO-OPT,NFO
11336450,44283,EICHERMOT17JAN21500PE,,74.5,2017-01-25,21500.0,0.05,25,PE,NFO-OPT,NFO
11340546,44299,EICHERMOT17JAN21650PE,,171.5,2017-01-25,21650.0,0.05,25,PE,NFO-OPT,NFO
11340802,44300,EICHERMOT17JAN21700CE,,1322.0,2017-01-25,21700.0,0.05,25,CE,NFO-OPT,NFO
11341058,44301,EICHERMOT17JAN21700PE,,182.6,2017-01-25,21700.0,0.05,25,PE,NFO-OPT,NFO
19035650,74358,PCJEWELLER17MAR440CE,,18.7,2017-03-30,440.0,0.05,1500,CE,NFO-OPT,NFO
19033602,74350,PCJEWELLER17MAR380CE,,43.2,2017-03-30,380.0,0.05,1500,CE,NFO-OPT,NFO
11341570,44303,EICHERMOT17JAN21750PE,,194.25,2017-01-25,21750.0,0.05,25,PE,NFO-OPT,NFO
19035906,74359,PCJEWELLER17MAR440PE,,58.55,2017-03-30,440.0,0.05,1500,PE,NFO-OPT,NFO
15720450,61408,ICIL17MAR150PE,,4.05,2017-03-30,150.0,0.05,3500,PE,NFO-OPT,NFO
15721218,61411,HINDALCO17JAN115PE,,0.05,2017-01-25,115.0,0.05,3500,PE,NFO-OPT,NFO
15723522,61420,HINDALCO17JAN135CE,,37.55,2017-01-25,135.0,0.05,3500,CE,NFO-OPT,NFO
19034370,74353,PCJEWELLER17MAR380PE,,23.85,2017-03-30,380.0,0.05,1500,PE,NFO-OPT,NFO
20172546,78799,MARUTI17JAN6400PE,,688.35,2017-01-25,6400.0,0.05,150,PE,NFO-OPT,NFO
20174594,78807,MARUTI17JAN6550PE,,839.1,2017-01-25,6550.0,0.05,150,PE,NFO-OPT,NFO
23678210,92493,MARICO17FEB150CE,,109.5,2017-02-23,150.0,0.05,2600,CE,NFO-OPT,NFO
24327682,95030,STAR17FEB1060PE,,20.95,2017-02-23,1060.0,0.05,500,PE,NFO-OPT,NFO
9741314,38052,NIFTY18DEC9000PE,,427.85,2018-12-27,9000.0,0.05,75,PE,NFO-OPT,NFO
11336194,44282,EICHERMOT17JAN21500CE,,1480.2,2017-01-25,21500.0,0.05,25,CE,NFO-OPT,NFO
11337986,44289,EICHERMOT17JAN21600PE,,160.95,2017-01-25,21600.0,0.05,25,PE,NFO-OPT,NFO
11339778,44296,EICHERMOT17JAN21650CE,,1360.8,2017-01-25,21650.0,0.05,25,CE,NFO-OPT,NFO
11341314,44302,EICHERMOT17JAN21750CE,,1283.7,2017-01-25,21750.0,0.05,25,CE,NFO-OPT,NFO
15025922,58695,HAVELLS17MAR380CE,,25.9,2017-03-30,380.0,0.05,2000,CE,NFO-OPT,NFO
15724802,61425,ICIL17MAR155CE,,26.05,2017-03-30,155.0,0.05,3500,CE,NFO-OPT,NFO
15726594,61432,ICIL17MAR170CE,,16.95,2017-03-30,170.0,0.05,3500,CE,NFO-OPT,NFO
19015682,74280,PCJEWELLER17MAR200PE,,0.05,2017-03-30,200.0,0.05,1500,PE,NFO-OPT,NFO
9769730,38163,TITAN17MAR500CE,,0.75,2017-03-30,500.0,0.05,1500,CE,NFO-OPT,NFO
15856898,61941,HINDPETRO17JAN610CE,,0.05,2017-01-25,610.0,0.05,2100,CE,NFO-OPT,NFO
18979330,74138,IGL17FEB520CE,,409.85,2017-02-23,520.0,0.05,1100,CE,NFO-OPT,NFO
18979586,74139,IGL17FEB520PE,,0.05,2017-02-23,520.0,0.05,1100,PE,NFO-OPT,NFO
24328706,95034,STAR17FEB1100PE,,33.55,2017-02-23,1100.0,0.05,500,PE,NFO-OPT,NFO
15026178,58696,HAVELLS17MAR380PE,,29.1,2017-03-30,380.0,0.05,2000,PE,NFO-OPT,NFO
24331778,95046,STAR17FEB1220PE,,96.75,2017-02-23,1220.0,0.05,500,PE,NFO-OPT,NFO
9769986,38164,TITAN17MAR500PE,,135.7,2017-03-30,500.0,0.05,1500,PE,NFO-OPT,NFO
24333314,95052,STAR17FEB1280PE,,141.05,2017-02-23,1280.0,0.05,500,PE,NFO-OPT,NFO
24333826,95054,STAR17FEB1300PE,,157.3,2017-02-23,1300.0,0.05,500,PE,NFO-OPT,NFO
8960002,35000,BANKNIFTY17JAN21200CE,,0.15,2017-01-25,21200.0,0.05,40,CE,NFO-OPT,NFO
8960770,35003,NIFTY20DEC10400PE,,732.55,2020-12-31,10400.0,0.05,75,PE,NFO-OPT,NFO
8963842,35015,NIFTY17JAN10150PE,,1728.25,2017-01-25,10150.0,0.05,75,PE,NFO-OPT,NFO
11344642,44315,EICHERMOT17JAN21850PE,,219.95,2017-01-25,21850.0,0.05,25,PE,NFO-OPT,NFO
11345410,44318,EICHERMOT17JAN21900CE,,1172.9,2017-01-25,21900.0,0.05,25,CE,NFO-OPT,NFO
11345666,44319,EICHERMOT17JAN21900PE,,233.1,2017-01-25,21900.0,0.05,25,PE,NFO-OPT,NFO
11346434,44322,EICHERMOT17JAN21950CE,,1135.9,2017-01-25,21950.0,0.05,25,CE,NFO-OPT,NFO
15026946,58699,HAVELLS17MAR400CE,,18.2,2017-03-30,400.0,0.05,2000,CE,NFO-OPT,NFO
15726850,61433,ICIL17MAR170PE,,11.1,2017-03-30,170.0,0.05,3500,PE,NFO-OPT,NFO
15727362,61435,ICIL17MAR175PE,,13.55,2017-03-30,175.0,0.05,3500,PE,NFO-OPT,NFO
15727874,61437,AUROPHARMA17FEB860PE,,150.95,2017-02-23,860.0,0.05,700,PE,NFO-OPT,NFO
15728898,61441,ICIL17MAR185PE,,19.3,2017-03-30,185.0,0.05,3500,PE,NFO-OPT,NFO
15729154,61442,ICIL17MAR190CE,,8.75,2017-03-30,190.0,0.05,3500,CE,NFO-OPT,NFO
15729410,61443,ICIL17MAR190PE,,22.55,2017-03-30,190.0,0.05,3500,PE,NFO-OPT,NFO
15729666,61444,ICIL17MAR195CE,,7.3,2017-03-30,195.0,0.05,3500,CE,NFO-OPT,NFO
18982658,74151,IGL17FEB640PE,,0.05,2017-02-23,640.0,0.05,1100,PE,NFO-OPT,NFO
19042562,74385,PETRONET17MAR250PE,,0.2,2017-03-30,250.0,0.05,1500,PE,NFO-OPT,NFO
19042818,74386,PETRONET17MAR260CE,,112.5,2017-03-30,260.0,0.05,1500,CE,NFO-OPT,NFO
19044866,74394,PETRONET17MAR300CE,,75.55,2017-03-30,300.0,0.05,1500,CE,NFO-OPT,NFO
19048194,74407,PETRONET17MAR360PE,,19.0,2017-03-30,360.0,0.05,1500,PE,NFO-OPT,NFO
9779202,38200,WIPRO17FEB680CE,,0.05,2017-02-23,680.0,0.05,1200,CE,NFO-OPT,NFO
19051522,74420,PETRONET17MAR430CE,,8.25,2017-03-30,430.0,0.05,1500,CE,NFO-OPT,NFO
19051778,74421,PETRONET17MAR430PE,,63.8,2017-03-30,430.0,0.05,1500,PE,NFO-OPT,NFO
23042306,90009,STAR17JAN800PE,,0.05,2017-01-25,800.0,0.05,500,PE,NFO-OPT,NFO
23680514,92502,MARICO17FEB170PE,,0.05,2017-02-23,170.0,0.05,2600,PE,NFO-OPT,NFO
24336130,95063,STAR17FEB1400CE,,5.1,2017-02-23,1400.0,0.05,500,CE,NFO-OPT,NFO
9779458,38201,WIPRO17FEB680PE,,190.55,2017-02-23,680.0,0.05,1200,PE,NFO-OPT,NFO
9779714,38202,WIPRO17MAR680CE,,0.05,2017-03-30,680.0,0.05,1200,CE,NFO-OPT,NFO
15027458,58701,HAVELLS17MAR410CE,,15.1,2017-03-30,410.0,0.05,2000,CE,NFO-OPT,NFO
9779970,38203,WIPRO17MAR680PE,,186.25,2017-03-30,680.0,0.05,1200,PE,NFO-OPT,NFO
15252994,59582,HEXAWARE17MAR180CE,,26.3,2017-03-30,180.0,0.05,3000,CE,NFO-OPT,NFO
15253250,59583,HEXAWARE17MAR180PE,,3.35,2017-03-30,180.0,0.05,3000,PE,NFO-OPT,NFO
15863554,61967,IDFCBANK17MAR77.5CE,,1.05,2017-03-30,77.5,0.05,8000,CE,NFO-OPT,NFO
18055938,70531,NMDC17MAR155PE,,16.25,2017-03-30,155.0,0.05,6000,PE,NFO-OPT,NFO
18982402,74150,IGL17FEB640CE,,290.75,2017-02-23,640.0,0.05,1100,CE,NFO-OPT,NFO
24336642,95065,STAR17FEB1420CE,,4.0,2017-02-23,1420.0,0.05,500,CE,NFO-OPT,NFO
24338690,95073,STAR17FEB1480CE,,1.85,2017-02-23,1480.0,0.05,500,CE,NFO-OPT,NFO
24340226,95079,SUNPHARMA17FEB500CE,,156.85,2017-02-23,500.0,0.05,700,CE,NFO-OPT,NFO
24343042,95090,SUNPHARMA17FEB550PE,,1.2,2017-02-23,550.0,0.05,700,PE,NFO-OPT,NFO
9946626,38854,MRF17FEB51350PE,,1749.45,2017-02-23,51350.0,0.05,15,PE,NFO-OPT,NFO
8963074,35012,S&P50017SEP2040PE,,0.75,2017-09-15,2040.0,0.05,250,PE,NFO-OPT,NFO
15729922,61445,ICIL17MAR195PE,,26.05,2017-03-30,195.0,0.05,3500,PE,NFO-OPT,NFO
8970498,35041,S&P50017JAN2035PE,,0.05,2017-01-20,2035.0,0.05,250,PE,NFO-OPT,NFO
19060482,74455,PFC17MAR70PE,,0.05,2017-03-30,70.0,0.05,6000,PE,NFO-OPT,NFO
8971010,35043,ABIRLANUVO17JAN2000PE,,738.95,2017-01-25,2000.0,0.05,400,PE,NFO-OPT,NFO
11506178,44946,ICIL17JAN80PE,,0.05,2017-01-25,80.0,0.05,3500,PE,NFO-OPT,NFO
15730178,61446,AUROPHARMA17FEB880CE,,1.1,2017-02-23,880.0,0.05,700,CE,NFO-OPT,NFO
15730690,61448,ICIL17MAR200CE,,6.05,2017-03-30,200.0,0.05,3500,CE,NFO-OPT,NFO
15731202,61450,ICIL17MAR205CE,,5.0,2017-03-30,205.0,0.05,3500,CE,NFO-OPT,NFO
15731714,61452,AUROPHARMA17FEB900CE,,0.65,2017-02-23,900.0,0.05,700,CE,NFO-OPT,NFO
15734530,61463,NIFTY18DEC9800PE,,781.9,2018-12-27,9800.0,0.05,75,PE,NFO-OPT,NFO
8962818,35011,S&P50017JUN1970CE,,355.0,2017-06-16,1970.0,0.05,250,CE,NFO-OPT,NFO
23684866,92519,MARICO17FEB215CE,,45.15,2017-02-23,215.0,0.05,2600,CE,NFO-OPT,NFO
24343298,95091,SUNPHARMA17FEB560CE,,98.95,2017-02-23,560.0,0.05,700,CE,NFO-OPT,NFO
11506434,44947,ICIL17JAN85CE,,88.75,2017-01-25,85.0,0.05,3500,CE,NFO-OPT,NFO
15030018,58711,HAVELLS17MAR460CE,,5.4,2017-03-30,460.0,0.05,2000,CE,NFO-OPT,NFO
15030274,58712,HAVELLS17MAR460PE,,87.5,2017-03-30,460.0,0.05,2000,PE,NFO-OPT,NFO
15734786,61464,ICIL17MAR210CE,,3.95,2017-03-30,210.0,0.05,3500,CE,NFO-OPT,NFO
15255298,59591,HEXAWARE17MAR190PE,,6.2,2017-03-30,190.0,0.05,3000,PE,NFO-OPT,NFO
15735042,61465,ICIL17MAR210PE,,37.6,2017-03-30,210.0,0.05,3500,PE,NFO-OPT,NFO
15867138,61981,IDFCBANK17MAR90CE,,0.2,2017-03-30,90.0,0.05,8000,CE,NFO-OPT,NFO
18140162,70860,NTPC17MAR125PE,,0.1,2017-03-30,125.0,0.05,4000,PE,NFO-OPT,NFO
19052034,74422,PETRONET17MAR440CE,,6.6,2017-03-30,440.0,0.05,1500,CE,NFO-OPT,NFO
19058434,74447,PFC17JAN60PE,,0.05,2017-01-25,60.0,0.05,6000,PE,NFO-OPT,NFO
23044098,90016,STAR17JAN880CE,,270.75,2017-01-25,880.0,0.05,500,CE,NFO-OPT,NFO
24344322,95095,SUNPHARMA17FEB580CE,,81.0,2017-02-23,580.0,0.05,700,CE,NFO-OPT,NFO
24344834,95097,SUNPHARMA17FEB590CE,,72.5,2017-02-23,590.0,0.05,700,CE,NFO-OPT,NFO
24345090,95098,SUNPHARMA17FEB590PE,,5.1,2017-02-23,590.0,0.05,700,PE,NFO-OPT,NFO
24346114,95102,SUNPHARMA17FEB610PE,,9.2,2017-02-23,610.0,0.05,700,PE,NFO-OPT,NFO
24346370,95103,SUNPHARMA17FEB620CE,,49.6,2017-02-23,620.0,0.05,700,CE,NFO-OPT,NFO
19071234,74497,PFC17MAR175PE,,37.05,2017-03-30,175.0,0.05,6000,PE,NFO-OPT,NFO
19074818,74511,PIDILITIND17FEB320PE,,0.05,2017-02-23,320.0,0.05,1000,PE,NFO-OPT,NFO
19077890,74523,PIDILITIND17MAR340PE,,0.05,2017-03-30,340.0,0.05,1000,PE,NFO-OPT,NFO
23059970,90078,STAR17JAN1040CE,,113.55,2017-01-25,1040.0,0.05,500,CE,NFO-OPT,NFO
23687426,92529,MARICO17FEB240CE,,22.65,2017-02-23,240.0,0.05,2600,CE,NFO-OPT,NFO
23688450,92533,MARICO17FEB250CE,,15.45,2017-02-23,250.0,0.05,2600,CE,NFO-OPT,NFO
8975618,35061,NIFTYIT17FEB11600PE,,1271.15,2017-02-23,11600.0,0.05,50,PE,NFO-OPT,NFO
8979714,35077,ABIRLANUVO17FEB1800CE,,0.05,2017-02-23,1800.0,0.05,400,CE,NFO-OPT,NFO
8979970,35078,ABIRLANUVO17FEB1800PE,,529.8,2017-02-23,1800.0,0.05,400,PE,NFO-OPT,NFO
10322946,40324,NIFTY20JUN11300PE,,1235.3,2020-06-25,11300.0,0.05,75,PE,NFO-OPT,NFO
15735298,61466,ICIL17MAR215CE,,3.2,2017-03-30,215.0,0.05,3500,CE,NFO-OPT,NFO
15735554,61467,ICIL17MAR215PE,,41.8,2017-03-30,215.0,0.05,3500,PE,NFO-OPT,NFO
15737090,61473,ICIL17MAR230CE,,1.7,2017-03-30,230.0,0.05,3500,CE,NFO-OPT,NFO
15737602,61475,ICIL17MAR235CE,,1.35,2017-03-30,235.0,0.05,3500,CE,NFO-OPT,NFO
15738114,61477,IDBI17MAR40CE,,34.2,2017-03-30,40.0,0.05,8000,CE,NFO-OPT,NFO
15739906,61484,IDBI17MAR45PE,,0.05,2017-03-30,45.0,0.05,8000,PE,NFO-OPT,NFO
19074306,74509,PIDILITIND17FEB300PE,,0.05,2017-02-23,300.0,0.05,1000,PE,NFO-OPT,NFO
24346626,95104,SUNPHARMA17FEB620PE,,9.15,2017-02-23,620.0,0.05,700,PE,NFO-OPT,NFO
12961282,50630,BAJAJ-AUTO17JAN3750CE,,0.05,2017-01-25,3750.0,0.05,250,CE,NFO-OPT,NFO
15032834,58722,HCLTECH17FEB1180PE,,321.45,2017-02-23,1180.0,0.05,700,PE,NFO-OPT,NFO
15033090,58723,HCLTECH17MAR460CE,,396.6,2017-03-30,460.0,0.05,700,CE,NFO-OPT,NFO
15740930,61488,IDBI17MAR50PE,,0.05,2017-03-30,50.0,0.05,8000,PE,NFO-OPT,NFO
15033858,58726,HCLTECH17MAR480PE,,0.05,2017-03-30,480.0,0.05,700,PE,NFO-OPT,NFO
15869442,61990,IFCI17MAR10CE,,18.15,2017-03-30,10.0,0.05,22000,CE,NFO-OPT,NFO
16481794,64382,BHEL17FEB140CE,,2.7,2017-02-23,140.0,0.05,5000,CE,NFO-OPT,NFO
16482050,64383,BHEL17FEB140PE,,11.3,2017-02-23,140.0,0.05,5000,PE,NFO-OPT,NFO
18166530,70963,ENGINERSIN17FEB95PE,,0.05,2017-02-23,95.0,0.05,7000,PE,NFO-OPT,NFO
19070210,74493,PFC17MAR165PE,,28.3,2017-03-30,165.0,0.05,6000,PE,NFO-OPT,NFO
19074562,74510,PIDILITIND17FEB320CE,,322.7,2017-02-23,320.0,0.05,1000,CE,NFO-OPT,NFO
24347906,95109,SUNPHARMA17FEB650CE,,26.0,2017-02-23,650.0,0.05,700,CE,NFO-OPT,NFO
24348162,95110,SUNPHARMA17FEB650PE,,21.8,2017-02-23,650.0,0.05,700,PE,NFO-OPT,NFO
24349698,95116,SUNPHARMA17FEB680PE,,40.25,2017-02-23,680.0,0.05,700,PE,NFO-OPT,NFO
24349954,95117,SUNPHARMA17FEB690CE,,15.0,2017-02-23,690.0,0.05,700,CE,NFO-OPT,NFO
15741186,61489,IDBI17MAR52.5CE,,21.9,2017-03-30,52.5,0.05,8000,CE,NFO-OPT,NFO
8980994,35082,AMBUJACEM17JAN140PE,,0.05,2017-01-25,140.0,0.05,2500,PE,NFO-OPT,NFO
11591426,45279,NIFTY19JUN5900CE,,3393.15,2019-06-27,5900.0,0.05,75,CE,NFO-OPT,NFO
15741442,61490,AUROPHARMA17FEB940PE,,228.8,2017-02-23,940.0,0.05,700,PE,NFO-OPT,NFO
19081986,74539,PIDILITIND17MAR500PE,,0.35,2017-03-30,500.0,0.05,1000,PE,NFO-OPT,NFO
19085826,74554,PIDILITIND17MAR660CE,,25.35,2017-03-30,660.0,0.05,1000,CE,NFO-OPT,NFO
11592706,45284,M&M17JAN860PE,,0.05,2017-01-25,860.0,0.05,500,PE,NFO-OPT,NFO
11593218,45286,NIFTY19JUN6200CE,,3143.0,2019-06-27,6200.0,0.05,75,CE,NFO-OPT,NFO
8981506,35084,NIFTY18JUN7600CE,,1583.05,2018-06-28,7600.0,0.05,75,CE,NFO-OPT,NFO
11590914,45277,NIFTY19JUN5800CE,,3477.05,2019-06-27,5800.0,0.05,75,CE,NFO-OPT,NFO
19087618,74561,PIDILITIND17MAR720PE,,78.15,2017-03-30,720.0,0.05,1000,PE,NFO-OPT,NFO
20197378,78896,MCDOWELL-N17JAN1400CE,,520.65,2017-01-25,1400.0,0.05,250,CE,NFO-OPT,NFO
20197890,78898,MCDOWELL-N17JAN1450CE,,470.75,2017-01-25,1450.0,0.05,250,CE,NFO-OPT,NFO
20198146,78899,MCDOWELL-N17JAN1450PE,,0.05,2017-01-25,1450.0,0.05,250,PE,NFO-OPT,NFO
23064322,90095,STAR17JAN1200PE,,59.75,2017-01-25,1200.0,0.05,500,PE,NFO-OPT,NFO
11593730,45288,NIFTY19JUN6300CE,,3060.25,2019-06-27,6300.0,0.05,75,CE,NFO-OPT,NFO
13120514,51252,BATAINDIA17JAN620CE,,0.05,2017-01-25,620.0,0.05,1100,CE,NFO-OPT,NFO
11592450,45283,NIFTY19JUN6100CE,,3226.1,2019-06-27,6100.0,0.05,75,CE,NFO-OPT,NFO
11593474,45287,NIFTY19JUN6200PE,,9.8,2019-06-27,6200.0,0.05,75,PE,NFO-OPT,NFO
13121282,51255,BATAINDIA17JAN620PE,,142.5,2017-01-25,620.0,0.05,1100,PE,NFO-OPT,NFO
15037954,58742,HCLTECH17MAR540CE,,317.5,2017-03-30,540.0,0.05,700,CE,NFO-OPT,NFO
15742210,61493,AUROPHARMA17FEB980CE,,0.1,2017-02-23,980.0,0.05,700,CE,NFO-OPT,NFO
14186498,55416,BOSCHLTD17JAN17450PE,,0.15,2017-01-25,17450.0,0.05,25,PE,NFO-OPT,NFO
15742722,61495,AUROPHARMA17FEB1000CE,,0.05,2017-02-23,1000.0,0.05,700,CE,NFO-OPT,NFO
15744514,61502,AXISBANK17FEB280PE,,0.05,2017-02-23,280.0,0.05,1200,PE,NFO-OPT,NFO
23689986,92539,MARICO17FEB265CE,,7.6,2017-02-23,265.0,0.05,2600,CE,NFO-OPT,NFO
24351490,95123,SUNPHARMA17FEB720CE,,7.85,2017-02-23,720.0,0.05,700,CE,NFO-OPT,NFO
15872258,62001,BAJAJ-AUTO17FEB2850PE,,160.0,2017-02-23,2850.0,0.05,250,PE,NFO-OPT,NFO
8981250,35083,ANDHRABANK17JAN82.5CE,,0.05,2017-01-25,82.5,0.05,10000,CE,NFO-OPT,NFO
10936834,42722,FTSE10017JUN7100CE,,426.15,2017-06-16,7100.0,0.05,100,CE,NFO-OPT,NFO
11591170,45278,NIFTY19JUN5800PE,,4.0,2019-06-27,5800.0,0.05,75,PE,NFO-OPT,NFO
11592962,45285,NIFTY19JUN6100PE,,7.95,2019-06-27,6100.0,0.05,75,PE,NFO-OPT,NFO
15038466,58744,ADANIPOWER17FEB30CE,,6.8,2017-02-23,30.0,0.05,20000,CE,NFO-OPT,NFO
15040002,58750,HCLTECH17MAR540PE,,0.05,2017-03-30,540.0,0.05,700,PE,NFO-OPT,NFO
16486146,64399,BHEL17FEB180PE,,49.95,2017-02-23,180.0,0.05,5000,PE,NFO-OPT,NFO
16486402,64400,BHEL17FEB185CE,,0.05,2017-02-23,185.0,0.05,5000,CE,NFO-OPT,NFO
16486914,64402,BIOCON17FEB460CE,,537.9,2017-02-23,460.0,0.05,600,CE,NFO-OPT,NFO
18170626,70979,ENGINERSIN17FEB135PE,,3.65,2017-02-23,135.0,0.05,7000,PE,NFO-OPT,NFO
19082242,74540,PIDILITIND17MAR520CE,,128.25,2017-03-30,520.0,0.05,1000,CE,NFO-OPT,NFO
24354306,95134,SUNPHARMA17FEB770PE,,113.5,2017-02-23,770.0,0.05,700,PE,NFO-OPT,NFO
24357634,95147,SUNPHARMA17FEB840CE,,0.3,2017-02-23,840.0,0.05,700,CE,NFO-OPT,NFO
24359426,95154,SUNPHARMA17FEB870PE,,210.65,2017-02-23,870.0,0.05,700,PE,NFO-OPT,NFO
15261186,59614,AMARAJABAT17FEB740CE,,166.6,2017-02-23,740.0,0.05,600,CE,NFO-OPT,NFO
11196162,43735,S&P50017JAN2110CE,,163.05,2017-01-20,2110.0,0.05,250,CE,NFO-OPT,NFO
23690754,92542,MARICO17FEB270PE,,15.4,2017-02-23,270.0,0.05,2600,PE,NFO-OPT,NFO
24360962,95160,SUNTV17FEB260PE,,0.05,2017-02-23,260.0,0.05,2000,PE,NFO-OPT,NFO
13122306,51259,BATAINDIA17JAN640PE,,162.45,2017-01-25,640.0,0.05,1100,PE,NFO-OPT,NFO
15745026,61504,AXISBANK17FEB290PE,,0.05,2017-02-23,290.0,0.05,1200,PE,NFO-OPT,NFO
15745282,61505,AXISBANK17FEB300CE,,174.95,2017-02-23,300.0,0.05,1200,CE,NFO-OPT,NFO
15875842,62015,BAJAJ-AUTO17FEB3200PE,,469.5,2017-02-23,3200.0,0.05,250,PE,NFO-OPT,NFO
11596546,45299,NIFTY19JUN6800PE,,29.9,2019-06-27,6800.0,0.05,75,PE,NFO-OPT,NFO
